git_pushes,iso2_code,year,quarter,gpt_available,post_1,post_2,gpt_available_post1,gpt_available_post2,year_quarter_num,population,pushes_pc
86938,GT,2020,3,1,0,0,0,0,3,15806675,0.005500081452930487
77876,LV,2020,3,1,0,0,0,0,3,1991800,0.03909830304247414
71134,SI,2020,3,1,0,0,0,0,3,2064966,0.03444802481009373
67367,GH,2020,3,1,0,0,0,0,3,27043093,0.0024910981891013723
63912,DO,2020,3,1,0,0,0,0,3,10378267,0.006158253588966251
63130,JO,2020,3,1,0,0,0,0,3,6666960,0.009469083360332146
57908,MD,2020,3,1,0,0,0,0,3,3557600,0.01627726557229593
57173,MM,2020,3,1,0,0,0,0,3,54688774,0.0010454247886412668
56607,DZ,2020,3,1,0,0,0,0,3,38700000,0.0014627131782945736
56492,BO,2020,3,1,0,0,0,0,3,10027254,0.005633845517426805
55053,AM,2020,3,1,0,0,0,0,3,3009800,0.018291248587946042
49409,UZ,2020,3,0,0,0,0,0,3,30492800,0.0016203497219015636
49194,SV,2020,3,1,0,0,0,0,3,6401240,0.00768507351700608
43942,UG,2020,3,1,0,0,0,0,3,34856813,0.0012606430771510866
41699,GE,2020,3,1,0,0,0,0,3,4490500,0.009286048324240062
40770,AZ,2020,3,1,0,0,0,0,3,9552500,0.004267992672075373
39223,BA,2020,3,1,0,0,0,0,3,3791622,0.010344649334770185
37919,RW,2020,3,1,0,0,0,0,3,10996891,0.0034481563925658626
37711,LB,2020,3,1,0,0,0,0,3,4104000,0.009188840155945418
35346,PS,2020,3,1,0,0,0,0,3,5483450,0.006445941879656056
35177,KG,2020,3,1,0,0,0,0,3,5776570,0.00608959988366799
33218,HN,2020,3,1,0,0,0,0,3,8725111,0.0038071721952878308
33018,KH,2020,3,0,0,0,0,0,3,15184116,0.002174509204223677
31484,MK,2020,3,1,0,0,0,0,3,2058539,0.015294342249527457
31333,IQ,2020,3,1,0,0,0,0,3,36004552,0.0008702510726976967
30770,IS,2020,3,1,0,0,0,0,3,328170,0.0937623792546546
29605,LU,2020,3,1,0,0,0,0,3,549700,0.053856649081317085
28311,YE,2020,3,0,0,0,0,0,3,25956000,0.0010907304669440592
26190,CY,2020,3,1,0,0,0,0,3,858000,0.030524475524475524
24786,CM,2020,3,0,0,0,0,0,3,20386799,0.0012157867451383613
24086,PA,2020,3,1,0,0,0,0,3,3713312,0.0064863927404968935
23784,PR,2020,3,0,0,0,0,0,3,3615086,0.006579096596872108
22414,AL,2020,3,1,0,0,0,0,3,2895947,0.007739782530550456
21427,TZ,2020,3,1,0,0,0,0,3,47421786,0.00045183873926637856
19244,PY,2020,3,1,0,0,0,0,3,6893727,0.002791523366097903
18746,KW,2020,3,1,0,0,0,0,3,3268431,0.005735473687527746
17145,MT,2020,3,1,0,0,0,0,3,416055,0.04120849406929372
17087,MG,2020,3,1,0,0,0,0,3,21842167,0.0007822941743829721
16736,JM,2020,3,1,0,0,0,0,3,2717991,0.0061574891160419585
16285,ET,2020,3,0,0,0,0,0,3,87952991,0.0001851557271088143
15157,SN,2020,3,1,0,0,0,0,3,13508715,0.0011220164168094448
14538,NI,2020,3,1,0,0,0,0,3,6134270,0.002369964152213711
14392,CU,2020,3,0,0,0,0,0,3,11210064,0.001283846372331148
12894,ZW,2020,3,0,0,0,0,0,3,13061239,0.00098719577828719
12587,MO,2020,3,0,0,0,0,0,3,631000,0.01994770206022187
12568,QA,2020,3,1,0,0,0,0,3,2269672,0.005537363989157905
12507,SY,2020,3,0,0,0,0,0,3,22964324,0.0005446273968264862
12172,CI,2020,3,1,0,0,0,0,3,23821000,0.0005109777087443853
11152,RE,2020,3,0,0,0,0,0,3,840974,0.013260814246338175
11099,AO,2020,3,1,0,0,0,0,3,24383301,0.0004551885735241508
10496,MU,2020,3,1,0,0,0,0,3,1261208,0.008322180005201362
10421,ME,2020,3,1,0,0,0,0,3,602445,0.01729784461652101
10117,MN,2020,3,1,0,0,0,0,3,2987733,0.003386179420985744
9536,TT,2020,3,1,0,0,0,0,3,1328019,0.007180620156789925
8642,MZ,2020,3,1,0,0,0,0,3,25041922,0.0003451013065211209
8122,BH,2020,3,0,0,0,0,0,3,1316500,0.006169388530193695
7717,SD,2020,3,0,0,0,0,0,3,37289406,0.00020694885834330532
7318,OM,2020,3,1,0,0,0,0,3,4089076,0.0017896463650956841
7252,CD,2020,3,0,0,0,0,0,3,69360000,0.00010455594002306806
5908,BJ,2020,3,1,0,0,0,0,3,9988068,0.0005915057847023068
5676,ZM,2020,3,1,0,0,0,0,3,15023315,0.000377812753044185
5089,TJ,2020,3,0,0,0,0,0,3,8161000,0.0006235755422129641
4896,LA,2020,3,0,0,0,0,0,3,6693300,0.0007314777464031196
4167,MV,2020,3,1,0,0,0,0,3,341256,0.01221077431605598
3922,HT,2020,3,1,0,0,0,0,3,10745665,0.0003649843913801519
3231,BW,2020,3,1,0,0,0,0,3,2024904,0.0015956312002939398
3197,TG,2020,3,1,0,0,0,0,3,6993000,0.0004571714571714572
2854,LY,2020,3,0,0,0,0,0,3,6253000,0.0004564209179593795
2786,BB,2020,3,1,0,0,0,0,3,285000,0.009775438596491229
2640,NC,2020,3,0,0,0,0,0,3,268767,0.009822634475214592
2577,MW,2020,3,1,0,0,0,0,3,15805239,0.0001630472022599595
2330,BN,2020,3,1,0,0,0,0,3,393372,0.005923146538136929
2305,CV,2020,3,1,0,0,0,0,3,518467,0.00444579886473006
2293,AF,2020,3,0,0,0,0,0,3,26023100,8.811402177296325e-05
2112,SL,2020,3,1,0,0,0,0,3,6205000,0.00034037066881547137
1966,BF,2020,3,1,0,0,0,0,3,17322796,0.00011349207137231195
1962,SO,2020,3,0,0,0,0,0,3,10806000,0.0001815657967795669
21752294,US,2020,4,1,0,0,0,0,4,319259000,0.06813369082782318
7291401,IN,2020,4,1,0,0,0,0,4,1263930000,0.0057688329258740595
5386337,CN,2020,4,0,0,0,0,0,4,1367110000,0.003939944115689301
4097759,DE,2020,4,1,0,0,0,0,4,80783000,0.05072551155564908
4073732,GB,2020,4,1,0,0,0,0,4,64105654,0.06354715607456403
3652708,RU,2020,4,0,0,0,0,0,4,146233000,0.024978684701811492
3564724,BR,2020,4,1,0,0,0,0,4,203586000,0.017509671588419637
3316719,FR,2020,4,1,0,0,0,0,4,66078000,0.050193998002360844
2994468,CA,2020,4,1,0,0,0,0,4,35540419,0.08425528128973381
2976522,KR,2020,4,1,0,0,0,0,4,50423955,0.05902991941032789
2914353,JP,2020,4,1,0,0,0,0,4,127080000,0.022933215297450425
1727480,ES,2020,4,1,0,0,0,0,4,46507760,0.03714390888746308
1466610,NL,2020,4,1,0,0,0,0,4,16881000,0.08687933179314021
1466290,PL,2020,4,1,0,0,0,0,4,38496000,0.038089411886949295
1455265,UA,2020,4,1,0,0,0,0,4,42973696,0.033864087464108274
1347948,ID,2020,4,1,0,0,0,0,4,252164800,0.005345504209945242
1275408,AU,2020,4,1,0,0,0,0,4,23696900,0.053821723516578115
1178354,HK,2020,4,0,0,0,0,0,4,7234800,0.16287305799745674
1149175,IT,2020,4,1,0,0,0,0,4,60769102,0.018910514754685696
1045583,VN,2020,4,0,0,0,0,0,4,89708900,0.011655287268041409
992488,SE,2020,4,1,0,0,0,0,4,9737521,0.10192409341145452
874366,TW,2020,4,1,0,0,0,0,4,23424615,0.03732680345013141
848814,CH,2020,4,1,0,0,0,0,4,8183800,0.10371881033260832
826881,SG,2020,4,1,0,0,0,0,4,5469700,0.15117483591421832
807280,MX,2020,4,1,0,0,0,0,4,119713203,0.006743450010271632
800292,AR,2020,4,1,0,0,0,0,4,42669500,0.018755598261052976
734341,IL,2020,4,1,0,0,0,0,4,8268400,0.08881295051037685
705837,CO,2020,4,1,0,0,0,0,4,47907800,0.014733237593878241
676414,TR,2020,4,1,0,0,0,0,4,76667864,0.0088226535175155
607340,BE,2020,4,1,0,0,0,0,4,11225469,0.054103752814247674
604758,NO,2020,4,1,0,0,0,0,4,5156450,0.11728185088578383
534704,CZ,2020,4,1,0,0,0,0,4,10521600,0.05081964720194647
505384,DK,2020,4,1,0,0,0,0,4,5655750,0.08935755646908014
495854,FI,2020,4,1,0,0,0,0,4,5470437,0.09064248432072246
475998,BY,2020,4,0,0,0,0,0,4,9475100,0.05023672573376534
463426,BD,2020,4,1,0,0,0,0,4,157486000,0.0029426488703757792
424637,AT,2020,4,1,0,0,0,0,4,8527230,0.04979776551119179
409448,PT,2020,4,1,0,0,0,0,4,10477800,0.03907766897631182
399255,RO,2020,4,1,0,0,0,0,4,19942642,0.020020165833594165
397048,IE,2020,4,1,0,0,0,0,4,6378000,0.062252743806836
395679,PH,2020,4,1,0,0,0,0,4,100697400,0.003929386458836078
389724,PK,2020,4,1,0,0,0,0,4,188410000,0.002068488933708402
388590,TH,2020,4,1,0,0,0,0,4,64871000,0.005990195927301876
359836,NG,2020,4,1,0,0,0,0,4,178517000,0.0020156959841359646
356688,HU,2020,4,1,0,0,0,0,4,9879000,0.036105678712420285
296108,NZ,2020,4,1,0,0,0,0,4,4547900,0.06510873150245168
286834,EG,2020,4,0,0,0,0,0,4,87668100,0.003271817228843787
277257,CL,2020,4,1,0,0,0,0,4,17819054,0.01555958021116048
270853,BG,2020,4,1,0,0,0,0,4,7245677,0.037381324063990154
262439,MY,2020,4,1,0,0,0,0,4,30430500,0.008624209263732112
260819,GR,2020,4,1,0,0,0,0,4,10992589,0.0237268035764823
259241,ZA,2020,4,1,0,0,0,0,4,54002000,0.004800581459945928
238358,PE,2020,4,1,0,0,0,0,4,30814175,0.007735336091263193
233781,LK,2020,4,1,0,0,0,0,4,20277597,0.011529028809478757
219516,IR,2020,4,0,0,0,0,0,4,77966400,0.0028155205319214433
200384,KE,2020,4,1,0,0,0,0,4,41800000,0.004793875598086124
181758,RS,2020,4,1,0,0,0,0,4,7186862,0.025290314465478813
149557,TN,2020,4,1,0,0,0,0,4,10982754,0.013617440580022096
146981,LT,2020,4,1,0,0,0,0,4,2927310,0.05021026129791515
142345,NP,2020,4,1,0,0,0,0,4,27646053,0.005148836255215166
136194,HR,2020,4,1,0,0,0,0,4,4267558,0.03191380175735163
132705,SK,2020,4,1,0,0,0,0,4,5415949,0.02450263102551372
130640,MA,2020,4,1,0,0,0,0,4,33465000,0.0039037800687285224
128691,KZ,2020,4,1,0,0,0,0,4,17377800,0.007405482857438801
121513,EE,2020,4,1,0,0,0,0,4,1315819,0.09234780771519487
113750,CR,2020,4,1,0,0,0,0,4,4713168,0.02413450995169279
109776,EC,2020,4,1,0,0,0,0,4,15888900,0.006908974189528539
107996,AE,2020,4,1,0,0,0,0,4,9446000,0.01143298750793987
103109,SA,2020,4,1,0,0,0,0,4,30770375,0.0033509178877410496
96660,VE,2020,4,0,0,0,0,0,4,30206307,0.003199993961525982
91337,UY,2020,4,1,0,0,0,0,4,3404189,0.026830766446868843
88815,SI,2020,4,1,0,0,0,0,4,2064966,0.04301039339146504
85140,LV,2020,4,1,0,0,0,0,4,1991800,0.042745255547745754
83585,GT,2020,4,1,0,0,0,0,4,15806675,0.005287955879399051
64097,JO,2020,4,1,0,0,0,0,4,6666960,0.00961412697841295
63949,UZ,2020,4,0,0,0,0,0,4,30492800,0.0020971835974393956
61419,MD,2020,4,1,0,0,0,0,4,3557600,0.017264166854058915
60893,MM,2020,4,1,0,0,0,0,4,54688774,0.0011134460611605592
60683,LB,2020,4,1,0,0,0,0,4,4104000,0.01478630604288499
60105,DO,2020,4,1,0,0,0,0,4,10378267,0.005791429339792472
58549,GH,2020,4,1,0,0,0,0,4,27043093,0.0021650260197677833
58223,DZ,2020,4,1,0,0,0,0,4,38700000,0.0015044702842377262
57751,BO,2020,4,1,0,0,0,0,4,10027254,0.005759403322185715
54767,KG,2020,4,1,0,0,0,0,4,5776570,0.009480885715917924
51778,GE,2020,4,1,0,0,0,0,4,4490500,0.011530564525108563
48340,SV,2020,4,1,0,0,0,0,4,6401240,0.007551661865513557
47256,BA,2020,4,1,0,0,0,0,4,3791622,0.012463267699153555
46989,RW,2020,4,1,0,0,0,0,4,10996891,0.004272934959526288
46037,AM,2020,4,1,0,0,0,0,4,3009800,0.015295700711010699
42597,AZ,2020,4,1,0,0,0,0,4,9552500,0.004459251504841664
40593,PS,2020,4,1,0,0,0,0,4,5483450,0.0074028212165698605
39323,UG,2020,4,1,0,0,0,0,4,34856813,0.001128129528078198
39075,IS,2020,4,1,0,0,0,0,4,328170,0.11906938477008867
36342,MK,2020,4,1,0,0,0,0,4,2058539,0.01765426839132025
33830,LU,2020,4,1,0,0,0,0,4,549700,0.061542659632526836
31609,HN,2020,4,1,0,0,0,0,4,8725111,0.0036227619339169437
30943,KH,2020,4,0,0,0,0,0,4,15184116,0.0020378532408472116
29006,AL,2020,4,1,0,0,0,0,4,2895947,0.01001606728299931
27687,IQ,2020,4,1,0,0,0,0,4,36004552,0.0007689860993132201
25857,CY,2020,4,1,0,0,0,0,4,858000,0.030136363636363635
24750,PR,2020,4,0,0,0,0,0,4,3615086,0.006846310156936792
24301,CM,2020,4,0,0,0,0,0,4,20386799,0.0011919968407006908
22122,PA,2020,4,1,0,0,0,0,4,3713312,0.005957484854491085
21346,MT,2020,4,1,0,0,0,0,4,416055,0.05130571679225102
20960,PY,2020,4,1,0,0,0,0,4,6893727,0.0030404453207967183
20878,ET,2020,4,0,0,0,0,0,4,87952991,0.0002373768050707906
20138,JM,2020,4,1,0,0,0,0,4,2717991,0.007409148889749819
17801,TZ,2020,4,1,0,0,0,0,4,47421786,0.00037537599279790937
17003,NI,2020,4,1,0,0,0,0,4,6134270,0.0027718049580471677
15668,KW,2020,4,1,0,0,0,0,4,3268431,0.004793737423246812
15538,SN,2020,4,1,0,0,0,0,4,13508715,0.0011502204317731183
14953,CU,2020,4,0,0,0,0,0,4,11210064,0.0013338906896517273
14892,MN,2020,4,1,0,0,0,0,4,2987733,0.004984381134458802
14706,MG,2020,4,1,0,0,0,0,4,21842167,0.0006732848439442845
14451,QA,2020,4,1,0,0,0,0,4,2269672,0.006366999284478109
13467,SY,2020,4,0,0,0,0,0,4,22964324,0.0005864313706774038
13423,RE,2020,4,0,0,0,0,0,4,840974,0.015961254450197034
12766,MO,2020,4,0,0,0,0,0,4,631000,0.020231378763866877
11579,BH,2020,4,0,0,0,0,0,4,1316500,0.008795290543106722
11357,MU,2020,4,1,0,0,0,0,4,1261208,0.009004858833753036
10644,ZW,2020,4,0,0,0,0,0,4,13061239,0.0008149303446633202
9218,OM,2020,4,1,0,0,0,0,4,4089076,0.0022542990152298464
9136,CI,2020,4,1,0,0,0,0,4,23821000,0.00038352713991855926
9021,ME,2020,4,1,0,0,0,0,4,602445,0.014973981027313697
8964,SD,2020,4,0,0,0,0,0,4,37289406,0.00024038999173116353
8865,AO,2020,4,1,0,0,0,0,4,24383301,0.00036356849304366133
8655,TT,2020,4,1,0,0,0,0,4,1328019,0.006517226033663675
8436,YE,2020,4,0,0,0,0,0,4,25956000,0.0003250115580212668
7211,TJ,2020,4,0,0,0,0,0,4,8161000,0.0008835926969734101
6993,ZM,2020,4,1,0,0,0,0,4,15023315,0.00046547649436891927
6825,MZ,2020,4,1,0,0,0,0,4,25041922,0.000272542978130832
6432,CD,2020,4,0,0,0,0,0,4,69360000,9.273356401384083e-05
6092,BJ,2020,4,1,0,0,0,0,4,9988068,0.0006099277658101646
5249,LA,2020,4,0,0,0,0,0,4,6693300,0.0007842170528737693
4882,BN,2020,4,1,0,0,0,0,4,393372,0.012410644377332398
4843,MV,2020,4,1,0,0,0,0,4,341256,0.014191691867688773
3756,HT,2020,4,1,0,0,0,0,4,10745665,0.00034953630138292974
3630,NC,2020,4,0,0,0,0,0,4,268767,0.013506122403420064
3573,BB,2020,4,1,0,0,0,0,4,285000,0.012536842105263159
3443,AF,2020,4,0,0,0,0,0,4,26023100,0.00013230552854963474
3257,LY,2020,4,0,0,0,0,0,4,6253000,0.000520869982408444
3047,MW,2020,4,1,0,0,0,0,4,15805239,0.00019278417744900914
2895,BF,2020,4,1,0,0,0,0,4,17322796,0.00016712082737682763
2866,BW,2020,4,1,0,0,0,0,4,2024904,0.0014153757412697096
2826,SO,2020,4,0,0,0,0,0,4,10806000,0.0002615213770127707
2570,TG,2020,4,1,0,0,0,0,4,6993000,0.0003675103675103675
2305,SL,2020,4,1,0,0,0,0,4,6205000,0.0003714746172441579
2004,CV,2020,4,1,0,0,0,0,4,518467,0.0038652411821774577
22731866,US,2021,1,1,0,0,0,0,5,319259000,0.0712019582846529
7080138,IN,2021,1,1,0,0,0,0,5,1263930000,0.005601685219909331
4986645,CN,2021,1,0,0,0,0,0,5,1367110000,0.0036475813943281812
4616177,GB,2021,1,1,0,0,0,0,5,64105654,0.07200889019867109
4509036,DE,2021,1,1,0,0,0,0,5,80783000,0.05581664459106495
4013438,BR,2021,1,1,0,0,0,0,5,203586000,0.01971372294755042
3633785,RU,2021,1,0,0,0,0,0,5,146233000,0.024849281625898396
3529009,FR,2021,1,1,0,0,0,0,5,66078000,0.05340671630497291
3492171,KR,2021,1,1,0,0,0,0,5,50423955,0.06925618984072154
3373683,CA,2021,1,1,0,0,0,0,5,35540419,0.09492524553523131
3051805,JP,2021,1,1,0,0,0,0,5,127080000,0.024014833175952155
1844913,ES,2021,1,1,0,0,0,0,5,46507760,0.03966892836808309
1594133,PL,2021,1,1,0,0,0,0,5,38496000,0.041410354322527015
1568611,NL,2021,1,1,0,0,0,0,5,16881000,0.09292168710384456
1530375,UA,2021,1,1,0,0,0,0,5,42973696,0.035611900824169276
1364049,ID,2021,1,1,0,0,0,0,5,252164800,0.005409355310495359
1340108,HK,2021,1,0,0,0,0,0,5,7234800,0.18523082877204622
1313376,IT,2021,1,1,0,0,0,0,5,60769102,0.021612562252442038
1248290,AU,2021,1,1,0,0,0,0,5,23696900,0.05267735442188641
991082,SE,2021,1,1,0,0,0,0,5,9737521,0.101779703478945
922800,TW,2021,1,1,0,0,0,0,5,23424615,0.03939445749695353
901069,VN,2021,1,0,0,0,0,0,5,89708900,0.010044365720681002
858400,TR,2021,1,1,0,0,0,0,5,76667864,0.011196346881400008
853284,CH,2021,1,1,0,0,0,0,5,8183800,0.10426501136391407
828908,MX,2021,1,1,0,0,0,0,5,119713203,0.006924115128721433
768070,SG,2021,1,1,0,0,0,0,5,5469700,0.14042269228659707
754075,IL,2021,1,1,0,0,0,0,5,8268400,0.0911996274974602
699743,CO,2021,1,1,0,0,0,0,5,47907800,0.014606034925419243
679915,AR,2021,1,1,0,0,0,0,5,42669500,0.015934449665451905
626305,BE,2021,1,1,0,0,0,0,5,11225469,0.05579321451958934
617631,BD,2021,1,1,0,0,0,0,5,157486000,0.0039218152724686635
578372,CZ,2021,1,1,0,0,0,0,5,10521600,0.05496996654501216
569431,NO,2021,1,1,0,0,0,0,5,5156450,0.11043081965305589
545754,BY,2021,1,0,0,0,0,0,5,9475100,0.057598758852149316
511903,FI,2021,1,1,0,0,0,0,5,5470437,0.09357625359729031
486211,PT,2021,1,1,0,0,0,0,5,10477800,0.04640392067036973
461825,AT,2021,1,1,0,0,0,0,5,8527230,0.054158853461206045
457531,DK,2021,1,1,0,0,0,0,5,5655750,0.08089660964505149
440786,IE,2021,1,1,0,0,0,0,5,6378000,0.06911037942928817
439880,RO,2021,1,1,0,0,0,0,5,19942642,0.02205725801024759
438053,TH,2021,1,1,0,0,0,0,5,64871000,0.006752678392502043
432585,PH,2021,1,1,0,0,0,0,5,100697400,0.004295890459932431
392588,PK,2021,1,1,0,0,0,0,5,188410000,0.0020836898253808185
385057,NG,2021,1,1,0,0,0,0,5,178517000,0.0021569766464818478
375518,EG,2021,1,0,0,0,0,0,5,87668100,0.004283405252309563
358117,HU,2021,1,1,0,0,0,0,5,9879000,0.03625032898066606
334279,BG,2021,1,1,0,0,0,0,5,7245677,0.04613495743737956
309119,NZ,2021,1,1,0,0,0,0,5,4547900,0.06796961234855647
280025,GR,2021,1,1,0,0,0,0,5,10992589,0.02547398069735892
272391,ZA,2021,1,1,0,0,0,0,5,54002000,0.005044090959594089
268844,MY,2021,1,1,0,0,0,0,5,30430500,0.008834688881221143
243093,CL,2021,1,1,0,0,0,0,5,17819054,0.013642306712803047
238068,KE,2021,1,1,0,0,0,0,5,41800000,0.005695406698564593
232459,PE,2021,1,1,0,0,0,0,5,30814175,0.007543898222165611
227874,IR,2021,1,0,0,0,0,0,5,77966400,0.002922720556547436
215903,LK,2021,1,1,0,0,0,0,5,20277597,0.010647366154875255
202837,RS,2021,1,1,0,0,0,0,5,7186862,0.028223305247825823
180763,MA,2021,1,1,0,0,0,0,5,33465000,0.005401553862244135
166320,TN,2021,1,1,0,0,0,0,5,10982754,0.015143742635043997
151440,KZ,2021,1,1,0,0,0,0,5,17377800,0.008714566861167696
149795,LT,2021,1,1,0,0,0,0,5,2927310,0.05117155340568645
145825,NP,2021,1,1,0,0,0,0,5,27646053,0.005274713175150174
145712,SK,2021,1,1,0,0,0,0,5,5415949,0.026904241528123696
134533,HR,2021,1,1,0,0,0,0,5,4267558,0.031524586191915845
133343,EC,2021,1,1,0,0,0,0,5,15888900,0.008392210914537823
118618,VE,2021,1,0,0,0,0,0,5,30206307,0.003926928240516128
117170,AE,2021,1,1,0,0,0,0,5,9446000,0.012404192250688123
113419,JO,2021,1,1,0,0,0,0,5,6666960,0.01701210146753543
110311,EE,2021,1,1,0,0,0,0,5,1315819,0.08383447875429675
105061,SA,2021,1,1,0,0,0,0,5,30770375,0.0034143555286537783
102173,LV,2021,1,1,0,0,0,0,5,1991800,0.051296816949492924
101218,CR,2021,1,1,0,0,0,0,5,4713168,0.021475576512443435
88816,SI,2021,1,1,0,0,0,0,5,2064966,0.043010877660939695
88791,UY,2021,1,1,0,0,0,0,5,3404189,0.02608286437680164
87135,UZ,2021,1,0,0,0,0,0,5,30492800,0.0028575598173995174
78474,BA,2021,1,1,0,0,0,0,5,3791622,0.020696683371918403
77336,GT,2021,1,1,0,0,0,0,5,15806675,0.004892616568633188
67004,AM,2021,1,1,0,0,0,0,5,3009800,0.022261944315236894
66536,DO,2021,1,1,0,0,0,0,5,10378267,0.006411089635678095
65415,MD,2021,1,1,0,0,0,0,5,3557600,0.01838739599730155
63988,GH,2021,1,1,0,0,0,0,5,27043093,0.002366149463746621
63711,GE,2021,1,1,0,0,0,0,5,4490500,0.014187952343836989
59438,LB,2021,1,1,0,0,0,0,5,4104000,0.014482943469785575
56869,KG,2021,1,1,0,0,0,0,5,5776570,0.00984476947392657
56173,DZ,2021,1,1,0,0,0,0,5,38700000,0.001451498708010336
53767,AZ,2021,1,1,0,0,0,0,5,9552500,0.005628578906045538
52203,ET,2021,1,0,0,0,0,0,5,87952991,0.000593532970356858
50981,BO,2021,1,1,0,0,0,0,5,10027254,0.005084243403029384
42271,RW,2021,1,1,0,0,0,0,5,10996891,0.0038439046090390457
40298,SV,2021,1,1,0,0,0,0,5,6401240,0.006295342777336891
39144,LU,2021,1,1,0,0,0,0,5,549700,0.07120975077314899
38884,PS,2021,1,1,0,0,0,0,5,5483450,0.007091156115219433
38854,MK,2021,1,1,0,0,0,0,5,2058539,0.0188745513201353
37344,IS,2021,1,1,0,0,0,0,5,328170,0.11379467958679952
36337,IQ,2021,1,1,0,0,0,0,5,36004552,0.0010092334991419973
35675,HN,2021,1,1,0,0,0,0,5,8725111,0.004088773197269353
35587,PR,2021,1,0,0,0,0,0,5,3615086,0.009844025840602408
33691,UG,2021,1,1,0,0,0,0,5,34856813,0.0009665542285807943
33487,AL,2021,1,1,0,0,0,0,5,2895947,0.01156340223077287
33327,KH,2021,1,0,0,0,0,0,5,15184116,0.00219485941756504
32835,MM,2021,1,1,0,0,0,0,5,54688774,0.0006003974417126265
31341,CY,2021,1,1,0,0,0,0,5,858000,0.036527972027972026
27472,CM,2021,1,0,0,0,0,0,5,20386799,0.0013475386695086364
27213,MT,2021,1,1,0,0,0,0,5,416055,0.06540721779572413
23129,TZ,2021,1,1,0,0,0,0,5,47421786,0.00048772941618014976
21877,SN,2021,1,1,0,0,0,0,5,13508715,0.0016194730586884096
20213,PA,2021,1,1,0,0,0,0,5,3713312,0.0054433885437043805
19632,PY,2021,1,1,0,0,0,0,5,6893727,0.002847806418792041
18476,NI,2021,1,1,0,0,0,0,5,6134270,0.0030119313300523125
17212,CU,2021,1,0,0,0,0,0,5,11210064,0.0015354060422848612
16501,MN,2021,1,1,0,0,0,0,5,2987733,0.005522916539061556
16270,KW,2021,1,1,0,0,0,0,5,3268431,0.004977923658171153
16041,JM,2021,1,1,0,0,0,0,5,2717991,0.0059017855467512585
15939,QA,2021,1,1,0,0,0,0,5,2269672,0.007022600622468797
15291,SY,2021,1,0,0,0,0,0,5,22964324,0.0006658589209941472
15146,MG,2021,1,1,0,0,0,0,5,21842167,0.0006934293653189264
14792,MU,2021,1,1,0,0,0,0,5,1261208,0.011728438132330274
14577,BH,2021,1,0,0,0,0,0,5,1316500,0.011072540827952905
13773,RE,2021,1,0,0,0,0,0,5,840974,0.01637743854150069
12656,MO,2021,1,0,0,0,0,0,5,631000,0.02005705229793978
12169,ZW,2021,1,0,0,0,0,0,5,13061239,0.000931688027452832
12015,CI,2021,1,1,0,0,0,0,5,23821000,0.0005043868855211787
11098,ME,2021,1,1,0,0,0,0,5,602445,0.01842159865215912
10401,AO,2021,1,1,0,0,0,0,5,24383301,0.00042656242483329063
9798,OM,2021,1,1,0,0,0,0,5,4089076,0.0023961403505339592
9786,SD,2021,1,0,0,0,0,0,5,37289406,0.00026243378615363304
8660,TT,2021,1,1,0,0,0,0,5,1328019,0.006520991040037831
7739,MZ,2021,1,1,0,0,0,0,5,25041922,0.00030904177402996466
7573,CD,2021,1,0,0,0,0,0,5,69360000,0.00010918396770472895
6919,TJ,2021,1,0,0,0,0,0,5,8161000,0.000847812768043132
6634,YE,2021,1,0,0,0,0,0,5,25956000,0.00025558637694560025
6467,ZM,2021,1,1,0,0,0,0,5,15023315,0.00043046424840323193
5880,BJ,2021,1,1,0,0,0,0,5,9988068,0.000588702439751111
5612,HT,2021,1,1,0,0,0,0,5,10745665,0.0005222571148458472
5234,LA,2021,1,0,0,0,0,0,5,6693300,0.0007819760058566028
4979,AF,2021,1,0,0,0,0,0,5,26023100,0.00019133001064438902
4627,LY,2021,1,0,0,0,0,0,5,6253000,0.0007399648168878938
4542,BN,2021,1,1,0,0,0,0,5,393372,0.0115463225649004
4343,BW,2021,1,1,0,0,0,0,5,2024904,0.002144793037102006
4238,BB,2021,1,1,0,0,0,0,5,285000,0.014870175438596492
4086,MV,2021,1,1,0,0,0,0,5,341256,0.011973415852028975
3809,NC,2021,1,0,0,0,0,0,5,268767,0.014172126786398627
3075,SO,2021,1,0,0,0,0,0,5,10806000,0.00028456413103831205
3045,TG,2021,1,1,0,0,0,0,5,6993000,0.00043543543543543545
2847,MW,2021,1,1,0,0,0,0,5,15805239,0.00018013014545366888
2638,CV,2021,1,1,0,0,0,0,5,518467,0.005088076965361344
2210,BF,2021,1,1,0,0,0,0,5,17322796,0.0001275775573412052
2178,SL,2021,1,1,0,0,0,0,5,6205000,0.00035100725221595485
21827012,US,2021,2,1,0,0,0,0,6,319259000,0.06836772651671527
9840045,IN,2021,2,1,0,0,0,0,6,1263930000,0.007785276874510455
4832491,BR,2021,2,1,0,0,0,0,6,203586000,0.023736853221734303
4473869,DE,2021,2,1,0,0,0,0,6,80783000,0.05538131785152817
4397483,CN,2021,2,0,0,0,0,0,6,1367110000,0.0032166270453730865
4258700,GB,2021,2,1,0,0,0,0,6,64105654,0.06643251779320432
3978131,KR,2021,2,1,0,0,0,0,6,50423955,0.07889367266014735
3934453,RU,2021,2,0,0,0,0,0,6,146233000,0.026905370196877585
3582179,FR,2021,2,1,0,0,0,0,6,66078000,0.054211371409546294
